,Unnamed: 0,CreatedBy.Profile.Name,CommentBody,ParentId,CreatedDate,content.buttons
16,16,Utilisateur Technique,Nous allons dans ce cas le faire ensemble.,5001p00003imjqKAAQ,2020-08-03T16:20:06.000Z,
17,17,Utilisateur Technique,Souhaitez-vous le faire maintet ?,5001p00003imjqKAAQ,2020-08-03T16:20:07.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
18,18,Bytel Customer Community User,Je veux juste savoir si vous avez reçu mes equipement pour que vous puissiez procéder au remboursement,5001p00003imjqKAAQ,2020-08-03T16:20:27.000Z,
19,19,Utilisateur Technique,"Petite hésitation, vous voulez bien qu'on essaie le dépannage maintet ? ",5001p00003imjqKAAQ,2020-08-03T16:20:29.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
20,20,Bytel Customer Community User,Non,5001p00003imjqKAAQ,2020-08-03T16:20:41.000Z,
21,21,Utilisateur Technique,"D’accord. Dans ce cas je vous conseille d’effectuer le dépannage en ligne plus tard, lorsque vous serez à côté de vos équipements, car vous aurez besoin de manipuler votre box. ",5001p00003imjqKAAQ,2020-08-03T16:20:44.000Z,
22,22,Utilisateur Technique,Je vous recommande également d’effectuer le dépannage depuis votre smartphone en 3G/4G car votre box pourrait redémarrer.,5001p00003imjqKAAQ,2020-08-03T16:20:45.000Z,
23,23,Utilisateur Technique,Vous aurez accès au dépannage en ligne via ce lien : https://www.assistance.bouyguestelecom.fr/depannage-bbox?journey=other,5001p00003imjqKAAQ,2020-08-03T16:20:46.000Z,
24,24,Utilisateur Technique,Il faudra vous connecter avec vos identifiants Bbox afin de pouvoir accéder au dépannage personnalisé.,5001p00003imjqKAAQ,2020-08-03T16:20:47.000Z,
25,25,Utilisateur Technique,"Si à la fin le problème n’est pas résolu, vous pourrez demander à être rappelé par un conseiller technique qui poursuivra le dépannage avec vous.",5001p00003imjqKAAQ,2020-08-03T16:20:49.000Z,
26,26,Utilisateur Technique,A bientôt sur la messagerie Bouygues Telecom.,5001p00003imjqKAAQ,2020-08-03T16:20:50.000Z,
27,27,Bytel Customer Community User,Je veux savoir si vous avez reçu mes equipement,5001p00003imjqKAAQ,2020-08-03T16:21:16.000Z,
28,28,Utilisateur Technique,"Désolé, Je ne suis pas certain d'avoir compris.",5001p00003imjqKAAQ,2020-08-03T16:21:19.000Z,
29,29,Utilisateur Technique,"Très bien, un de nos conseillers vous répondra ici dès que possible. Ils sont disponibles du lundi au dimanche, de 8h à 20h.",5001p00003imjqKAAQ,2020-08-03T16:21:21.000Z,
30,30,Utilisateur Technique,Ok,5001p00003imjqKAAQ,2020-08-03T16:21:30.000Z,
31,31,Utilisateur Technique,"Désolé, Je ne suis pas certain d'avoir compris.",5001p00003imjqKAAQ,2020-08-03T16:21:33.000Z,
32,32,Utilisateur Technique,"Très bien, un de nos conseillers vous répondra ici dès que possible. Ils sont disponibles du lundi au dimanche, de 8h à 20h.",5001p00003imjqKAAQ,2020-08-03T16:21:34.000Z,
33,33,Utilisateur CDC Lightning,"Bonjour, je vous remercie de nous avoir contacté via ce canal. Afin de vous donner une suite à votre demande, nous avons besoin du numéro de ligne afin d'accéder au dossier. Bien à vous.",5001p00003imjqKAAQ,2020-08-03T16:29:45.000Z,
49,49,Bytel Customer Community User,Bonjour,5001p00003imk7LAAQ,2020-08-03T17:33:14.000Z,
50,50,Utilisateur Technique,"Bonjour Alexis, je suis l’Assistant Virtuel de Bouygues Telecom. Comment puis-je vous apporter mes lumières ?",5001p00003imk7LAAQ,2020-08-03T17:33:19.000Z,
51,51,Bytel Customer Community User,je souhaite parler à un technicien,5001p00003imk7LAAQ,2020-08-03T17:33:42.000Z,
52,52,Utilisateur Technique,Voici des liens utiles qui peuvent vous orienter pour trouver rapidement la réponse à votre demande :,5001p00003imk7LAAQ,2020-08-03T17:33:46.000Z,"[{'value': 'Problème Box/Tv', 'title': 'Problème Box/Tv'}, {'value': 'Réseau mobile', 'title': 'Réseau Mobile'}, {'value': 'Explication facture', 'title': 'Explication Facture'}, {'value': 'Continuer', 'title': 'Continuer'}]"
53,53,Bytel Customer Community User,Problème Box/Tv,5001p00003imk7LAAQ,2020-08-03T17:33:55.000Z,
54,54,Utilisateur Technique,"Très bien, quelle est la ligne concernée par votre demande ?",5001p00003imk7LAAQ,2020-08-03T17:33:57.000Z,
55,55,Bytel Customer Community User,0987349765,5001p00003imk7LAAQ,2020-08-03T17:34:49.000Z,
56,56,Utilisateur Technique,"Très bien, afin de vous répondre au mieux, pourriez-vous me dire sur quel équipement est survenu votre problème technique ?",5001p00003imk7LAAQ,2020-08-03T17:34:56.000Z,"[{'value': 'Mon mobile', 'title': 'Mon mobile'}, {'value': 'Ma Bbox', 'title': 'Ma Bbox'}]"
57,57,Bytel Customer Community User,Ma Bbox,5001p00003imk7LAAQ,2020-08-03T17:35:02.000Z,
58,58,Utilisateur Technique,Merci pour ces informations.,5001p00003imk7LAAQ,2020-08-03T17:35:06.000Z,
59,59,Utilisateur Technique,Pouvez-vous me confirmer que votre demande concerne bien un problème technique avec votre Bbox ?,5001p00003imk7LAAQ,2020-08-03T17:35:07.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
60,60,Bytel Customer Community User,Oui,5001p00003imk7LAAQ,2020-08-03T17:35:12.000Z,
61,61,Utilisateur Technique,D'accord.,5001p00003imk7LAAQ,2020-08-03T17:35:17.000Z,
62,62,Utilisateur Technique,"Afin de vous dépanner, notre assistance sur le site peut résoudre la plupart des incidents techniques. L’avez-vous déjà fait ? ",5001p00003imk7LAAQ,2020-08-03T17:35:18.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
63,63,Bytel Customer Community User,Oui,5001p00003imk7LAAQ,2020-08-03T17:35:35.000Z,
64,64,Utilisateur Technique,"Désolé que ça n’ait pas fonctionné, mais vous avez eu le bon réflexe.",5001p00003imk7LAAQ,2020-08-03T17:35:39.000Z,
65,65,Utilisateur Technique,Nos conseillers ne peuvent pas traiter les problèmes techniques liés à votre box via la messagerie.,5001p00003imk7LAAQ,2020-08-03T17:35:40.000Z,
66,66,Utilisateur Technique,"Pour que votre problème soit résolu rapidement, un Conseiller technique peut vous rappeler en suivant ce lien : https://www.bouyguestelecom.fr/mon-compte/rappelconseiller#",5001p00003imk7LAAQ,2020-08-03T17:35:41.000Z,
67,67,Utilisateur Technique,"Vous pouvez également contacter nos conseillers techniques par téléphone au 1064. Le numéro est gratuit, disponible de 8h à 22h.",5001p00003imk7LAAQ,2020-08-03T17:35:43.000Z,
68,68,Utilisateur Technique,A bientôt sur la messagerie Bouygues Telecom.,5001p00003imk7LAAQ,2020-08-03T17:35:46.000Z,
69,69,Bytel Customer Community User,Bonjour,5001p00003imk7LAAQ,2020-08-04T15:20:23.000Z,
70,70,Utilisateur Technique,"Bonsoir, comment puis-je vous aider ?",5001p00003imk7LAAQ,2020-08-04T15:20:31.000Z,
71,71,Bytel Customer Community User,J’ai régler ma facture mais je n’ai toujours ma ligne,5001p00003imk7LAAQ,2020-08-04T15:20:59.000Z,
72,72,Utilisateur Technique,Nos conseillers ne peuvent pas traiter les problèmes techniques liés à votre box via la messagerie.,5001p00003imk7LAAQ,2020-08-04T15:21:04.000Z,
73,73,Utilisateur Technique,"Pour que votre problème soit résolu rapidement, demandez à être rappelé par un conseiller technique en suivant ce lien : https://www.bouyguestelecom.fr/mon-compte/rappelconseiller#",5001p00003imk7LAAQ,2020-08-04T15:21:06.000Z,
74,74,Utilisateur Technique,"Vous pouvez également contacter nos conseillers techniques par téléphone au 1064. Le numéro est gratuit, disponible de 8h à 22h.",5001p00003imk7LAAQ,2020-08-04T15:21:07.000Z,
75,75,Utilisateur Technique,A bientôt sur la messagerie Bouygues Telecom.,5001p00003imk7LAAQ,2020-08-04T15:21:08.000Z,
137,137,Bytel Customer Community User,Box internet en panne,5001p00003imkWtAAI,2020-08-03T17:37:12.000Z,
138,138,Utilisateur Technique,Bonjour Je suis l’Assistant Virtuel de Bouygues Telecom.,5001p00003imkWtAAI,2020-08-03T17:37:22.000Z,
139,139,Utilisateur Technique,Voici des liens utiles qui peuvent vous orienter pour trouver rapidement la réponse à votre demande :,5001p00003imkWtAAI,2020-08-03T17:37:23.000Z,"[{'value': 'Problème Box/Tv', 'title': 'Problème Box/Tv'}, {'value': 'Réseau mobile', 'title': 'Réseau Mobile'}, {'value': 'Explication facture', 'title': 'Explication Facture'}, {'value': 'Continuer', 'title': 'Continuer'}]"
140,140,Bytel Customer Community User,Problème Box/Tv,5001p00003imkWtAAI,2020-08-03T17:37:28.000Z,
141,141,Utilisateur Technique,"Très bien, quelle est la ligne concernée par votre demande ?",5001p00003imkWtAAI,2020-08-03T17:37:30.000Z,
142,142,Bytel Customer Community User,0614050543,5001p00003imkWtAAI,2020-08-03T17:37:44.000Z,
143,143,Utilisateur Technique,"Très bien, afin de vous répondre au mieux, pourriez-vous me dire sur quel équipement est survenu votre problème technique ?",5001p00003imkWtAAI,2020-08-03T17:37:49.000Z,"[{'value': 'Mon mobile', 'title': 'Mon mobile'}, {'value': 'Ma Bbox', 'title': 'Ma Bbox'}]"
144,144,Bytel Customer Community User,Ma Bbox,5001p00003imkWtAAI,2020-08-03T17:37:59.000Z,
145,145,Utilisateur Technique,Merci pour ces informations.,5001p00003imkWtAAI,2020-08-03T17:38:03.000Z,
146,146,Utilisateur Technique,Pouvez-vous me confirmer que votre demande concerne bien un problème technique avec votre Bbox ?,5001p00003imkWtAAI,2020-08-03T17:38:04.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
147,147,Bytel Customer Community User,Oui,5001p00003imkWtAAI,2020-08-03T17:38:08.000Z,
148,148,Utilisateur Technique,D'accord.,5001p00003imkWtAAI,2020-08-03T17:38:11.000Z,
149,149,Utilisateur Technique,"Afin de vous dépanner, notre assistance sur le site peut résoudre la plupart des incidents techniques. L’avez-vous déjà fait ? ",5001p00003imkWtAAI,2020-08-03T17:38:13.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
150,150,Bytel Customer Community User,Non,5001p00003imkWtAAI,2020-08-03T17:38:20.000Z,
151,151,Utilisateur Technique,Nous allons dans ce cas le faire ensemble.,5001p00003imkWtAAI,2020-08-03T17:38:23.000Z,
152,152,Utilisateur Technique,Souhaitez-vous le faire maintet ?,5001p00003imkWtAAI,2020-08-03T17:38:24.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
153,153,Bytel Customer Community User,Oui,5001p00003imkWtAAI,2020-08-03T17:38:28.000Z,
154,154,Utilisateur Technique,"Parfait, vous pouvez donc commencer le dépannage en ligne en suivant ce lien : https://www.assistance.bouyguestelecom.fr/depannage-bbox?journey=other",5001p00003imkWtAAI,2020-08-03T17:38:32.000Z,
155,155,Utilisateur Technique,Vous serez accompagné pas à pas jusqu’à la résolution du problème.,5001p00003imkWtAAI,2020-08-03T17:38:33.000Z,
156,156,Utilisateur Technique,"Je vous rassure, si le problème n’est pas résolu à la fin du dépannage, vous pourrez demander à être rappelé par un conseiller technique qui poursuivra le dépannage avec vous.",5001p00003imkWtAAI,2020-08-03T17:38:34.000Z,
157,157,Utilisateur Technique,A bientôt sur la messagerie Bouygues Telecom.,5001p00003imkWtAAI,2020-08-03T17:38:35.000Z,
501,501,Bytel Customer Community User,Plus de phone ni internet depuis plus ou moins 2 heures,5001p00003imlFyAAI,2020-08-03T17:52:35.000Z,
502,502,Utilisateur Technique,Bonjour Je suis l’Assistant Virtuel de Bouygues Telecom.,5001p00003imlFyAAI,2020-08-03T17:52:41.000Z,
503,503,Utilisateur Technique,Voici des liens utiles qui peuvent vous orienter pour trouver rapidement la réponse à votre demande :,5001p00003imlFyAAI,2020-08-03T17:52:42.000Z,"[{'value': 'Problème Box/Tv', 'title': 'Problème Box/Tv'}, {'value': 'Réseau mobile', 'title': 'Réseau Mobile'}, {'value': 'Explication facture', 'title': 'Explication Facture'}, {'value': 'Continuer', 'title': 'Continuer'}]"
504,504,Bytel Customer Community User,Problème Box/Tv,5001p00003imlFyAAI,2020-08-03T17:52:59.000Z,
505,505,Utilisateur Technique,"Très bien, quelle est la ligne concernée par votre demande ?",5001p00003imlFyAAI,2020-08-03T17:53:02.000Z,
506,506,Bytel Customer Community User,0385408206,5001p00003imlFyAAI,2020-08-03T17:53:21.000Z,
507,507,Utilisateur Technique,Il me faudrait le numéro de la ligne concernée pour vous répondre au mieux. Je vous écoute 😌.,5001p00003imlFyAAI,2020-08-03T17:53:24.000Z,
508,508,Bytel Customer Community User,0385408206,5001p00003imlFyAAI,2020-08-03T17:53:56.000Z,
509,509,Utilisateur Technique,"En raison du contexte sanitaire actuel, nos effectifs au service client sont réduits. Je vous recommande d'utiliser en priorité nos outils digitaux qui pourront vous apporter une solution.",5001p00003imlFyAAI,2020-08-03T17:54:03.000Z,
510,510,Utilisateur Technique,Sachez que plus de 50% des cas sont résolus grâce à ces outils.,5001p00003imlFyAAI,2020-08-03T17:54:04.000Z,
511,511,Utilisateur Technique,"Le saviez-vous ? &#129488; Redémarrer, mettre à jour, ou restaurer les paramètres de votre équipement peuvent aussi résoudre la majorité des dysfonctionnements. Pensez-y.",5001p00003imlFyAAI,2020-08-03T17:54:05.000Z,"[{'value': 'https://www.assistance.bouyguestelecom.fr/mobile-incident-panne-reseau', 'title': 'Tester le réseau', 'type': 'web_url'}, {'value': 'https://www.sav.bouyguestelecom.fr/?_ga=2.9437301.1500994568.1584355411-2061691841.1584031117', 'title': 'Diagnostic mobile', 'type': 'web_url'}]"
512,512,Bytel Customer Community User,Probleme sur la ligne du 0385408206 Plus rien depuis 3 heures environ Et toujours rien après avoir débranché Et rebranché la box,5001p00003imlFyAAI,2020-08-03T18:40:22.000Z,
513,513,Utilisateur Technique,"Si vous n'avez pas trouvé de solutions grâce à nos outils digitaux, je vous invite à contacter directement notre service dédié, gratuitement, au 1064 (du lundi au vendredi de 8h à 20h), et dites ""j'ai un problème réseau""",5001p00003imlFyAAI,2020-08-03T18:40:25.000Z,
514,514,Utilisateur Technique,Nous faisons tout notre possible pour que nos conseillers de clientèle puissent prendre en charge vos demandes les plus urgentes.,5001p00003imlFyAAI,2020-08-03T18:40:26.000Z,
515,515,Utilisateur Technique,Merci de votre compréhension et à très bientôt sur la messagerie Bouygues Telecom.,5001p00003imlFyAAI,2020-08-03T18:40:28.000Z,
549,549,Bytel Customer Community User,Bonjour j'ai la télécommande de ma box qui ne fonctionne plus depuis hier soir.... J'ai redémarré la box et une mise à jour à eu lieu de ce fait j'ai n'ai accès à rien et je ne peux télécharger une application temporaire de Telecommande. Que faut il faire,5001p00003imlIPAAY,2020-08-03T17:54:29.000Z,
550,550,Utilisateur Technique,Bonjour Je suis l’Assistant Virtuel de Bouygues Telecom.,5001p00003imlIPAAY,2020-08-03T17:54:36.000Z,
551,551,Utilisateur Technique,Voici des liens utiles qui peuvent vous orienter pour trouver rapidement la réponse à votre demande :,5001p00003imlIPAAY,2020-08-03T17:54:37.000Z,"[{'value': 'Problème Box/Tv', 'title': 'Problème Box/Tv'}, {'value': 'Réseau mobile', 'title': 'Réseau Mobile'}, {'value': 'Explication facture', 'title': 'Explication Facture'}, {'value': 'Continuer', 'title': 'Continuer'}]"
552,552,Bytel Customer Community User,Problème Box/Tv,5001p00003imlIPAAY,2020-08-03T17:54:50.000Z,
553,553,Utilisateur Technique,"Très bien, quelle est la ligne concernée par votre demande ?",5001p00003imlIPAAY,2020-08-03T17:54:52.000Z,
554,554,Bytel Customer Community User,0986798854,5001p00003imlIPAAY,2020-08-03T17:55:45.000Z,
555,555,Utilisateur Technique,"Très bien, afin de vous répondre au mieux, pourriez-vous me dire sur quel équipement est survenu votre problème technique ?",5001p00003imlIPAAY,2020-08-03T17:55:51.000Z,"[{'value': 'Mon mobile', 'title': 'Mon mobile'}, {'value': 'Ma Bbox', 'title': 'Ma Bbox'}]"
556,556,Bytel Customer Community User,Ma Bbox,5001p00003imlIPAAY,2020-08-03T17:56:24.000Z,
557,557,Utilisateur Technique,Merci pour ces informations.,5001p00003imlIPAAY,2020-08-03T17:56:30.000Z,
558,558,Utilisateur Technique,Pouvez-vous me confirmer que votre demande concerne bien un problème technique avec votre Bbox ?,5001p00003imlIPAAY,2020-08-03T17:56:31.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
559,559,Bytel Customer Community User,Oui,5001p00003imlIPAAY,2020-08-03T17:56:38.000Z,
560,560,Utilisateur Technique,D'accord.,5001p00003imlIPAAY,2020-08-03T17:56:41.000Z,
561,561,Utilisateur Technique,"Afin de vous dépanner, notre assistance sur le site peut résoudre la plupart des incidents techniques. L’avez-vous déjà fait ? ",5001p00003imlIPAAY,2020-08-03T17:56:42.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
562,562,Bytel Customer Community User,Oui,5001p00003imlIPAAY,2020-08-03T17:57:06.000Z,
563,563,Utilisateur Technique,"Désolé que ça n’ait pas fonctionné, mais vous avez eu le bon réflexe.",5001p00003imlIPAAY,2020-08-03T17:57:09.000Z,
564,564,Utilisateur Technique,Nos conseillers ne peuvent pas traiter les problèmes techniques liés à votre box via la messagerie.,5001p00003imlIPAAY,2020-08-03T17:57:11.000Z,
565,565,Utilisateur Technique,"Pour que votre problème soit résolu rapidement, un Conseiller technique peut vous rappeler en suivant ce lien : https://www.bouyguestelecom.fr/mon-compte/rappelconseiller#",5001p00003imlIPAAY,2020-08-03T17:57:12.000Z,
566,566,Utilisateur Technique,"Vous pouvez également contacter nos conseillers techniques par téléphone au 1064. Le numéro est gratuit, disponible de 8h à 22h.",5001p00003imlIPAAY,2020-08-03T17:57:13.000Z,
567,567,Utilisateur Technique,A bientôt sur la messagerie Bouygues Telecom.,5001p00003imlIPAAY,2020-08-03T17:57:14.000Z,
580,580,Bytel Customer Community User,Je souhaite avoir un professionnel au téléphone,5001p00003imlJWAAY,2020-08-03T17:54:16.000Z,
581,581,Utilisateur Technique,Bonjour Je suis l’Assistant Virtuel de Bouygues Telecom.,5001p00003imlJWAAY,2020-08-03T17:54:24.000Z,
582,582,Utilisateur Technique,Voici des liens utiles qui peuvent vous orienter pour trouver rapidement la réponse à votre demande :,5001p00003imlJWAAY,2020-08-03T17:54:26.000Z,"[{'value': 'Problème Box/Tv', 'title': 'Problème Box/Tv'}, {'value': 'Réseau mobile', 'title': 'Réseau Mobile'}, {'value': 'Explication facture', 'title': 'Explication Facture'}, {'value': 'Continuer', 'title': 'Continuer'}]"
583,583,Bytel Customer Community User,Problème Box/Tv,5001p00003imlJWAAY,2020-08-03T17:54:35.000Z,
584,584,Utilisateur Technique,"Très bien, quelle est la ligne concernée par votre demande ?",5001p00003imlJWAAY,2020-08-03T17:54:37.000Z,
585,585,Bytel Customer Community User,Ma box,5001p00003imlJWAAY,2020-08-03T17:54:56.000Z,
586,586,Utilisateur Technique,Il me faudrait le numéro de la ligne concernée pour vous répondre au mieux. Je vous écoute 😌.,5001p00003imlJWAAY,2020-08-03T17:54:57.000Z,
587,587,Bytel Customer Community User,0624103800,5001p00003imlJWAAY,2020-08-03T17:55:58.000Z,
588,588,Utilisateur Technique,"Très bien, un de nos conseillers vous répondra ici dès que possible. Ils sont disponibles du lundi au dimanche, de 8h à 20h.",5001p00003imlJWAAY,2020-08-03T17:56:05.000Z,
589,589,Bytel Customer Community User,D’accord,5001p00003imlJWAAY,2020-08-03T17:56:25.000Z,
590,590,Utilisateur CDC Lightning,"Bonjour Mme Coulibaly, je suis Imane. Je prends la suite de cette conversation. Juste un instant, svp, le temps que je prenne connaissance de votre demande.",5001p00003imlJWAAY,2020-08-04T06:10:27.000Z,
591,591,Utilisateur CDC Lightning,"J'ai tenté de vous joindre comme demandé, je vous ai laissé un message vocal sur le  0624103800. Pourriez-vous m'expliquer davantage votre demande s'il vous plait, afin de pouvoir mieux vous renseigner? Dans l'attente de vous lire, je vous remercie pour votre visite et vous souhaite une bonne journée😊",5001p00003imlJWAAY,2020-08-04T06:15:11.000Z,
719,719,Bytel Customer Community User,Bonjour est normal qu'avec un abonnement fibre 1G j'ai un débit tourt autour de 80 mbt.,5001p00003imlZLAAY,2020-08-03T18:21:00.000Z,
720,720,Utilisateur Technique,Bonjour Je suis l’Assistant Virtuel de Bouygues Telecom.,5001p00003imlZLAAY,2020-08-03T18:21:06.000Z,
721,721,Utilisateur Technique,Voici des liens utiles qui peuvent vous orienter pour trouver rapidement la réponse à votre demande :,5001p00003imlZLAAY,2020-08-03T18:21:07.000Z,"[{'value': 'Problème Box/Tv', 'title': 'Problème Box/Tv'}, {'value': 'Réseau mobile', 'title': 'Réseau Mobile'}, {'value': 'Explication facture', 'title': 'Explication Facture'}, {'value': 'Continuer', 'title': 'Continuer'}]"
722,722,Bytel Customer Community User,Problème Box/Tv,5001p00003imlZLAAY,2020-08-03T18:22:34.000Z,
723,723,Utilisateur Technique,"Très bien, quelle est la ligne concernée par votre demande ?",5001p00003imlZLAAY,2020-08-03T18:22:36.000Z,
724,724,Bytel Customer Community User,Bbox,5001p00003imlZLAAY,2020-08-03T18:22:50.000Z,
725,725,Utilisateur Technique,Il me faudrait le numéro de la ligne concernée pour vous répondre au mieux. Je vous écoute 😌.,5001p00003imlZLAAY,2020-08-03T18:22:52.000Z,
726,726,Bytel Customer Community User,0986615317,5001p00003imlZLAAY,2020-08-03T18:24:36.000Z,
727,727,Utilisateur Technique,"Très bien, afin de vous répondre au mieux, pourriez-vous me dire sur quel équipement est survenu votre problème technique ?",5001p00003imlZLAAY,2020-08-03T18:24:44.000Z,"[{'value': 'Mon mobile', 'title': 'Mon mobile'}, {'value': 'Ma Bbox', 'title': 'Ma Bbox'}]"
728,728,Bytel Customer Community User,Ma Bbox,5001p00003imlZLAAY,2020-08-03T18:25:17.000Z,
729,729,Utilisateur Technique,Merci pour ces informations.,5001p00003imlZLAAY,2020-08-03T18:25:21.000Z,
730,730,Utilisateur Technique,Pouvez-vous me confirmer que votre demande concerne bien un problème technique avec votre Bbox ?,5001p00003imlZLAAY,2020-08-03T18:25:22.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
731,731,Bytel Customer Community User,Oui,5001p00003imlZLAAY,2020-08-03T18:25:27.000Z,
732,732,Utilisateur Technique,D'accord.,5001p00003imlZLAAY,2020-08-03T18:25:31.000Z,
733,733,Utilisateur Technique,"Afin de vous dépanner, notre assistance sur le site peut résoudre la plupart des incidents techniques. L’avez-vous déjà fait ? ",5001p00003imlZLAAY,2020-08-03T18:25:33.000Z,"[{'value': 'Oui', 'title': 'Oui'}, {'value': 'Non', 'title': 'Non'}]"
734,734,Bytel Customer Community User,Oui,5001p00003imlZLAAY,2020-08-03T18:25:38.000Z,
735,735,Utilisateur Technique,"Désolé que ça n’ait pas fonctionné, mais vous avez eu le bon réflexe.",5001p00003imlZLAAY,2020-08-03T18:25:41.000Z,
736,736,Utilisateur Technique,Nos conseillers ne peuvent pas traiter les problèmes techniques liés à votre box via la messagerie.,5001p00003imlZLAAY,2020-08-03T18:25:43.000Z,
737,737,Utilisateur Technique,"Pour que votre problème soit résolu rapidement, un Conseiller technique peut vous rappeler en suivant ce lien : https://www.bouyguestelecom.fr/mon-compte/rappelconseiller#",5001p00003imlZLAAY,2020-08-03T18:25:44.000Z,
738,738,Utilisateur Technique,"Vous pouvez également contacter nos conseillers techniques par téléphone au 1064. Le numéro est gratuit, disponible de 8h à 22h.",5001p00003imlZLAAY,2020-08-03T18:25:45.000Z,
739,739,Utilisateur Technique,A bientôt sur la messagerie Bouygues Telecom.,5001p00003imlZLAAY,2020-08-03T18:25:46.000Z,
745,745,Bytel Customer Community User,Mon décodeur tv 4k be fonctionne plus,5001p00003imlanAAA,2020-08-03T18:09:02.000Z,
746,746,Utilisateur Technique,Bonjour Je suis l’Assistant Virtuel de Bouygues Telecom.,5001p00003imlanAAA,2020-08-03T18:09:07.000Z,
747,747,Utilisateur Technique,Voici des liens utiles qui peuvent vous orienter pour trouver rapidement la réponse à votre demande :,5001p00003imlanAAA,2020-08-03T18:09:08.000Z,"[{'value': 'Problème Box/Tv', 'title': 'Problème Box/Tv'}, {'value': 'Réseau mobile', 'title': 'Réseau Mobile'}, {'value': 'Explication facture', 'title': 'Explication Facture'}, {'value': 'Continuer', 'title': 'Continuer'}]"
748,748,Bytel Customer Community User,Problème Box/Tv,5001p00003imlanAAA,2020-08-03T18:09:14.000Z,
749,749,Utilisateur Technique,"Très bien, quelle est la ligne concernée par votre demande ?",5001p00003imlanAAA,2020-08-03T18:09:15.000Z,
